"","Brand","Country","Whiskies","Votes","Rating","WB Ranking",""
"4236","The Fujisan","Japan",1,NA,NA,"G",NA
"4237","The Gauldrons","Scotland",2,2,85.09,"C",NA
"4238","The General","Scotland",2,1,91.85,"B",NA
"4239","The Generous Spirit","Scotland",3,3,78.36,"E",NA
"4240","The Gentleman's Blend","Scotland",1,NA,NA,"G",NA
"4241","The Gifted Horse","United States",1,1,100,"A",NA
"4242","The Gild","Scotland",1,1,77.25,"E",NA
"4243","The Glen Dowan","Scotland",5,2,74.5,"F",NA
"4244","The Glen Peel","Scotland",2,1,82.33,"D",NA
"4245","The Glen Silver's","Scotland",5,4,72.94,"F",NA
"4246","The Glenfohry","Scotland",3,2,34,"G",NA
"4247","The Glenlivet-Blend","Scotland",2,NA,NA,"G",NA
"4248","The Glover","Scotland",4,4,88.6,"C",NA
"4249","The Golan Heights Distillery","Israel",3,3,82.56,"D",NA
"4250","The Gold Label Whisky","Scotland",1,NA,NA,"G",NA
"4251","The Golden Age Blend","Scotland",1,1,89.83,"C",NA
"4252","The Good Spirits Co.","Scotland",23,9,82.94,"D",NA
"4253","The Gordon Highlander's","Scotland",1,1,79.11,"E",NA
"4254","The Great Glen","Scotland",3,3,69.56,"G",NA
"4255","The Great Macaulay","Scotland",2,2,75,"E",NA
"4256","The Green Welly Stop","United Kingdom",1,NA,NA,"G",NA
"4257","The Greybeard","Scotland",1,1,72,"F",NA
"4258","The Grove","Australia",1,1,40,"G",NA
"4259","The Half-Century Blend","Scotland",3,3,88.71,"C",NA
"4260","The Hampden Roar","Scotland",1,NA,NA,"G",NA
"4261","The Hielanman","Scotland",4,NA,NA,"G",NA
"4262","The Highland Fox","Scotland",1,NA,NA,"G",NA
"4263","The Highlander","Scotland",1,1,82,"D",NA
"4264","The Hilhaven Lodge","United States",1,NA,NA,"G",NA
"4265","The Hive","Scotland",8,6,79.87,"E",NA
"4266","The Hoebeg","Scotland",4,2,81.67,"D",NA
"4267","The Hollow Mountain","Scotland",1,NA,NA,"G",NA
"4268","The House of Alister MacKenzie","",1,1,84.5,"D",NA
"4269","The House of Bruar","Scotland",1,1,80,"D",NA
"4270","The Hunter","Scotland",1,NA,NA,"G",NA
"4271","The Huntly","Scotland",3,3,84,"D",NA
"4272","The Ileach","Scotland",11,8,82.49,"D",NA
"4273","The Infamous","Scotland",1,1,86.8,"C",NA
"4274","The Inverarity","Scotland",10,5,78.1,"E",NA
"4275","The Inverness Courier","Scotland",1,NA,NA,"G",NA
"4276","The Irish Fiddler","Ireland",1,1,78,"E",NA
"4277","The Irishman","Ireland",47,36,82.98,"D",NA
"4278","The Isle Of Islay","Scotland",1,1,87,"C",NA
"4279","The Jacobite","Scotland",2,NA,NA,"G",NA
"4280","The Junior","Scotland",2,NA,NA,"G",NA
"4281","The Kenmore","Scotland",1,1,82,"D",NA
"4282","The Kincardine","",1,1,86.8,"C",NA
"4283","The Knot","Ireland",1,1,70,"F",NA
"4284","The Kurayoshi","Japan",13,10,78.46,"E",NA
"4285","The Kylesku","Scotland",1,NA,NA,"G",NA
"4286","The Lakes","United Kingdom",6,2,81,"D",NA
"4287","The Langlander","Poland",1,1,74,"F",NA
"4288","The Last Drop","Scotland",10,6,93.24,"B",NA
"4289","The Last Fetish","Scotland",1,1,89.8,"C",NA
"4290","The Last Hunter","Scotland",1,NA,NA,"G",NA
"4291","The Last Vatted Grain","Scotland",1,1,89.8,"C",NA
"4292","The Last Vatted Malt","Scotland",1,1,90.27,"B",NA
"4293","The Latitude 55°","Scotland",2,1,58,"G",NA
"4294","The Legendary","Scotland",20,15,83.79,"D",NA
"4295","The Legendary Salty Sea-Dog","Scotland",3,3,80.5,"D",NA
"4296","The Lincluden","Scotland",1,1,84,"D",NA
"4297","The Little Lighthouse","Scotland",1,1,89,"C",NA
"4298","The little smoking monster","Scotland",1,1,80,"D",NA
"4299","The Liverpool Whiskey","Ireland",1,NA,NA,"G",NA
"4300","The Living Cask","Scotland",2,1,86,"C",NA
"4301","The Loch Fyne","Scotland",13,9,80.61,"D",NA
"4302","The Lochmaben","Scotland",1,1,87.5,"C",NA
"4303","The Lochside","Scotland",1,NA,NA,"G",NA
"4304","The London Distillery Company","United Kingdom",2,2,80.5,"D",NA
"4305","The London Single Malt Whisky","United Kingdom",8,2,77.5,"E",NA
"4306","The Loner","Scotland",1,1,80.25,"D",NA
"4307","The Lord Balliol","Scotland",1,NA,NA,"G",NA
"4308","The Lord Provost's","Scotland",1,NA,NA,"G",NA
"4309","The Lost Blend","Scotland",6,4,83.35,"D",NA
"4310","The Lost Distilleries Blend","Scotland",10,8,87.84,"C",NA
"4311","The Lübbehusen","Germany",1,1,82.86,"D",NA
"4312","The MacKenzie","New Zealand",2,NA,NA,"G",NA
"4313","The Maclennan Reserve","Scotland",1,NA,NA,"G",NA
"4314","The MacPhunn","Scotland",6,5,87.4,"C",NA
"4315","The Manchester Whiskey","Ireland",1,NA,NA,"G",NA
"4316","The Mc. Kenney","Scotland",1,NA,NA,"G",NA
"4317","The Merry Go Round","Scotland",1,1,91.83,"B",NA
"4318","The Mill Burn","Scotland",1,NA,NA,"G",NA
"4319","The Modern Masters","Scotland",1,1,89,"C",NA
"4320","The Monarch","Scotland",3,NA,NA,"G",NA
"4321","The Moray Brand","Scotland",2,NA,NA,"G",NA
"4322","The Moray District","Scotland",1,NA,NA,"G",NA
"4323","The Most Righteous","United States",1,1,81.5,"D",NA
"4324","The Mu-Mei","Japan",1,NA,NA,"G",NA
"4325","The Muir of Ord","Scotland",1,NA,NA,"G",NA
"4326","The Munro's","Scotland",12,NA,NA,"G",NA
"4327","The Murrayfield","Scotland",2,NA,NA,"G",NA
"4328","The Naked Grouse","Scotland",4,4,77.09,"E",NA
"4329","The Nameless One","Scotland",1,1,86.32,"C",NA
"4330","The Nameless Two","Scotland",1,1,86.57,"C",NA
"4331","The National Choice","Scotland",2,2,82.25,"D",NA
"4332","The Nectar","Scotland",1,1,88.94,"C",NA
"4333","The Nine Springs","Germany",12,11,79.5,"E",NA
"4334","The Norfolk","United Kingdom",4,2,77.5,"E",NA
"4335","The Notch","United States",3,1,89,"C",NA
"4336","The Numinous Cask","Scotland",1,1,85.78,"C",NA
"4337","The OA Islay","Scotland",5,4,82.49,"D",NA
"4338","The Oamaruvian","New Zealand",13,7,86.59,"C",NA
"4339","The Octave Cask","Scotland",1,1,88,"C",NA
"4340","The Old Man of Hoy","Scotland",13,7,85.88,"C",NA
"4341","The Olde Deer","Switzerland",6,4,80.56,"D",NA
"4342","The One","United Kingdom",16,10,80.38,"D",NA
"4343","The Original Mackinlay","Scotland",14,3,78,"E",NA
"4344","The Original Texas Legend Distillery","United States",2,NA,NA,"G",NA
"4345","The Osprey","Scotland",3,NA,NA,"G",NA
"4346","The Otago","New Zealand",2,NA,NA,"G",NA
"4347","The Palace Bar","Ireland",4,4,88.19,"C",NA
"4348","The Pauls Malt","Scotland",2,NA,NA,"G",NA
"4349","The Peat Bog","Scotland",1,1,87.95,"C",NA
"4350","The Peat Monster","Scotland",16,15,84.62,"D",NA
"4351","The Pibroch","Scotland",1,1,82,"D",NA
"4352","The Pipers Choice","Scotland",5,5,85.4,"C",NA
"4353","The Pitlochry Original","Scotland",1,NA,NA,"G",NA
"4354","The Pogues","Ireland",3,3,77.51,"E",NA
"4355","The Post-Factual Hopsky","",1,1,86.37,"C",NA
"4356","The Pot Still","Scotland",1,1,81,"D",NA
"4357","The Precentor's Peg","Scotland",1,NA,NA,"G",NA
"4358","The President's Choice","United States",1,NA,NA,"G",NA
"4359","The Presidential Dram","United States",3,NA,NA,"G",NA
"4360","The Prestonfield","Scotland",11,5,93.24,"B",NA
"4361","The Prince of the Highlands","Scotland",1,1,89.5,"C",NA
"4362","The Ptarmigan","Scotland",1,NA,NA,"G",NA
"4363","The Quartet","Scotland",1,1,84.5,"D",NA
"4364","The Queen's Seal","Scotland",2,NA,NA,"G",NA
"4365","The Queens","Scotland",1,NA,NA,"G",NA
"4366","The Quiet Man","Ireland",11,11,80.38,"D",NA
"4367","The Real Mackenzie","Scotland",17,5,82.03,"D",NA
"4368","The Real McTavish","Scotland",1,NA,NA,"G",NA
"4369","The Riddle of Islay","Scotland",1,1,86.5,"C",NA
"4370","The Royal & Ancient","Scotland",2,NA,NA,"G",NA
"4371","The Royal Household","Scotland",1,NA,NA,"G",NA
"4372","The Royal Wee","Scotland",1,NA,NA,"G",NA
"4373","The Sailor","Scotland",1,NA,NA,"G",NA
"4374","The Saint","Scotland",1,1,83.6,"D",NA
"4375","The Scotch House","Scotland",1,NA,NA,"G",NA
"4376","The Scotch Whisky Experience","Scotland",2,1,86,"C",NA
"4377","The Scots Whisky Forum","Scotland",1,1,87.23,"C",NA
"4378","The Scotsman","Scotland",1,NA,NA,"G",NA
"4379","The Scottish Blend","Scotland",1,NA,NA,"G",NA
"4380","The Scottish Gathering","Scotland",1,NA,NA,"G",NA
"4381","The Scottish Gourmet","Scotland",1,NA,NA,"G",NA
"4382","The Scottish Referendum","Scotland",3,3,86.96,"C",NA
"4383","The Seaforth Club Malt Whisky","Scotland",1,NA,NA,"G",NA
"4384","The Secret Cask","Scotland",6,4,88.46,"C",NA
"4385","The Secret Islay","Scotland",4,3,81.78,"D",NA
"4386","The Secret Orkney","Scotland",1,1,81.67,"D",NA
"4387","The Secret Speyside","Scotland",2,2,84.63,"D",NA
"4388","The Sexton","Ireland",1,1,80.33,"D",NA
"4389","The Sheiling","Scotland",1,NA,NA,"G",NA
"4390","The Singleton of Auchroisk","Scotland",27,18,83.88,"D",NA
"4391","The Singleton of Dufftown","Scotland",26,22,78.3,"E",NA
"4392","The Singleton of Glen Ord","Scotland",20,14,82.21,"D",NA
"4393","The Singleton of Glendullan","Scotland",15,10,80.93,"D",NA
"4394","The Sinner","Scotland",1,1,83.5,"D",NA
"4395","The Six Isles","Scotland",9,9,82.6,"D",NA
"4396","The Smoking Steamship","Scotland",1,1,82,"D",NA
"4397","The smoky vineyard","Scotland",1,1,86,"C",NA
"4398","The Society's","Scotland",6,1,78,"E",NA
"4399","The Sovereign","Scotland",6,NA,NA,"G",NA
"4400","The Spaniard","Scotland",1,NA,NA,"G",NA
"4401","The Speaker","Scotland",8,1,83,"D",NA
"4402","The Spey Cast","Scotland",8,4,81.55,"D",NA
"4403","The Speyside","Scotland",1,NA,NA,"G",NA
"4404","The Spice Tree","Scotland",10,9,85.59,"C",NA
"4405","The Spirit of Burns","Scotland",1,NA,NA,"G",NA
"4406","The Spirit of Dunedin","New Zealand",1,NA,NA,"G",NA
"4407","The Spirit of Shawnee","United States",1,1,81,"D",NA
"4408","The Steward's Solera","United States",1,NA,NA,"G",NA
"4409","The Stewart MacDuff","Scotland",1,NA,NA,"G",NA
"4410","The Strathspey Malt","Scotland",1,1,80.25,"D",NA
"4411","The Strathspey Reserve","Scotland",10,5,82.5,"D",NA
"4412","The Stuart Arms","Scotland",1,1,85.5,"C",NA
"4413","The Swiss Malt Blend","Switzerland",3,NA,NA,"G",NA
"4414","The Talisman","Scotland",6,4,70.5,"F",NA
"4415","The Tarbolton","Scotland",1,1,55,"G",NA
"4416","The Targe","Scotland",1,1,73.33,"F",NA
"4417","The Tasmanian Collection","Australia",1,NA,NA,"G",NA
"4418","The Ted","",1,NA,NA,"G",NA
"4419","The Temple Bar","Ireland",9,7,81.66,"D",NA
"4420","The Three Scotches","Scotland",6,3,78.22,"E",NA
"4421","The Tiger's Eye","Scotland",1,1,75.5,"E",NA
"4422","The Torran","Scotland",4,1,71.5,"F",NA
"4423","The Trail of Tears","United States",1,1,82.63,"D",NA
"4424","The Transition","Scotland",1,1,90.5,"B",NA
"4425","The Trinity","Scotland",3,NA,NA,"G",NA
"4426","The Trojan","Scotland",1,1,87.67,"C",NA
"4427","The Tulliallan","Scotland",3,NA,NA,"G",NA
"4428","The TWA Brigs","Scotland",1,1,89,"C",NA
"4429","The Tweeddale","Scotland",8,8,83.92,"D",NA
"4430","The Two","Scotland",4,2,82,"D",NA
"4431","The Unnameable","Scotland",1,1,76,"E",NA
"4432","The Vogel","Germany",2,2,78.2,"E",NA
"4433","The Wallace Monument","Scotland",1,NA,NA,"G",NA
"4434","The Wanderer","Scotland",1,1,88.6,"C",NA
"4435","The Westfalian","Germany",14,10,85.17,"C",NA
"4436","The Whisky Club","Scotland",3,NA,NA,"G",NA
"4437","The Whisky Lyon","Egypt",1,NA,NA,"G",NA
"4438","The Whisky of 1990","Scotland",3,NA,NA,"G",NA
"4439","The Whisky that Cannot be Named","Scotland",1,1,92.79,"B",NA
"4440","The Whistler","Ireland",4,4,82.24,"D",NA
"4441","The White","Scotland",1,NA,NA,"G",NA
"4442","The Wild Geese","Ireland",18,11,78.7,"E",NA
"4443","The Winner","Scotland",1,NA,NA,"G",NA
"4444","The Winter Queen","",1,1,88.26,"C",NA
"4445","The Witch's Brew","Scotland",1,1,84,"D",NA
"4446","The Wolf of Badenoch","Scotland",1,1,75.5,"E",NA
"4447","The World Pipe Band Championships","Scotland",1,NA,NA,"G",NA
"4448","The Yellow Rose of Texas","United States",4,1,71,"F",NA
"4449","The Young Pretender","Scotland",1,NA,NA,"G",NA
"4450","Thedford Colonial Style","United States",1,NA,NA,"G",NA
"4451","Thirsty Sailors Malt","Switzerland",1,1,82,"D",NA
"4452","Thirteen Corners","United States",2,NA,NA,"G",NA
"4453","Thirteenth Colony","United States",3,1,81,"D",NA
"4454","This is not a luxury Whisky","Scotland",1,1,88.99,"C",NA
"4455","Thistle","Scotland",3,1,84,"D",NA
"4456","Thomas Dirk","",1,NA,NA,"G",NA
"4457","Thomas H. Handy Sazerac","United States",12,12,89.3,"C",NA
"4458","Thompson's","Scotland",2,2,82.5,"D",NA
"4459","Thomson","New Zealand",18,12,77.37,"E",NA
"4460","Thor Boyo","France",1,1,68.25,"G",NA
"4461","Thorne's","Scotland",4,NA,NA,"G",NA
"4462","Thorneke","Germany",2,2,73,"F",NA
"4463","Thousand Mountains","Germany",7,5,83.41,"D",NA
"4464","Three Capes","Australia",1,NA,NA,"G",NA
"4465","Three Castles","Scotland",1,NA,NA,"G",NA
"4466","Three Islay Distilleries","Scotland",1,1,88.5,"C",NA
"4467","Three Oaks","United States",1,1,53,"G",NA
"4468","Three Ships","South Africa",12,10,79.16,"E",NA
"4469","Three Year Old Deluxe","Scotland",2,2,88.68,"C",NA
"4470","Threeland","Germany",23,12,70.09,"F",NA
"4471","Thumb Butte","United States",4,NA,NA,"G",NA
"4472","Thunder Road","United States",NA,NA,NA,"G",NA
"4473","Thunder's Whisky","Scotland",1,NA,NA,"G",NA
"4474","Thursky","Switzerland",2,2,79.15,"E",NA
"4475","Thy Whisky","Denmark",10,7,83.95,"D",NA
"4476","Tiger Juice Distillery","United States",1,NA,NA,"G",NA
"4477","Tiger Snake","Australia",4,3,79.67,"E",NA
"4478","Tight Lines","Scotland",1,NA,NA,"G",NA
"4479","Tim Smith's","United States",2,1,50,"G",NA
"4480","Timboon","Australia",3,2,81.5,"D",NA
"4481","Time Slip","Japan",1,1,92.06,"B",NA
"4482","Timeless Selected Spirits","Germany",1,1,73,"F",NA
"4483","Timorous Beastie","Scotland",8,7,84.31,"D",NA
"4484","Tincup","United States",3,3,82.12,"D",NA
"4485","Tinkers Dram","Scotland",1,NA,NA,"G",NA
"4486","Tipperary","Ireland",11,10,83.29,"D",NA
"4487","Tirado","United States",1,NA,NA,"G",NA
"4488","Tiroler Single Malt Whisky","Austria",2,1,78,"E",NA
"4489","Titanic","Ireland",2,2,81.5,"D",NA
"4490","TKO","Scotland",1,NA,NA,"G",NA
"4491","To the Ends of the Earth","Scotland",1,NA,NA,"G",NA
"4492","Tobermory","Scotland",419,334,84.9,"D",NA
"4493","Togouchi","Japan",11,11,80.61,"D",NA
"4494","Tom Derry","Scotland",1,1,78.67,"E",NA
"4495","Tom Dooley","United States",1,NA,NA,"G",NA
"4496","Tom Maher's","Ireland",1,1,78,"E",NA
"4497","Tom Moore","United States",4,NA,NA,"G",NA
"4498","Tom's","United States",1,NA,NA,"G",NA
"4499","Tom's","Ireland",1,1,77,"E",NA
"4500","Tom's Foolery","United States",7,3,79.67,"E",NA
"4501","Tomatin","Scotland",830,669,86.33,"C",NA
"4502","Tomfarclas","Scotland",1,1,87.29,"C",NA
"4503","Tomfarclas Wood","Scotland",1,1,87.21,"C",NA
"4504","Tomintoul","Scotland",300,229,85.69,"C",NA
"4505","Tomintoul Scotland","Scotland",1,1,59,"G",NA
"4506","Toolmaker","Germany",1,1,83,"D",NA
"4507","Top Secret","Scotland",2,2,69.5,"G",NA
"4508","Top Ten","Scotland",1,NA,NA,"G",NA
"4509","Top Vat","Scotland",1,NA,NA,"G",NA
"4510","TOPO","United States",1,NA,NA,"G",NA
"4511","Torba","Scotland",1,1,86,"C",NA
"4512","Tormore","Scotland",316,233,85.12,"C",NA
"4513","Toronto Distillery Co.","Canada",3,NA,NA,"G",NA
"4514","Torys","Japan",5,2,42.25,"G",NA
"4515","Tottori","Japan",5,3,75.5,"E",NA
"4516","Tove Mill","United Kingdom",2,NA,NA,"G",NA
"4517","Tovuz","Azerbaijan",1,NA,NA,"G",NA
"4518","Tower Gate 19","Scotland",1,NA,NA,"G",NA
"4519","Towiemore","Scotland",3,2,81.28,"D",NA
"4520","Town Branch","United States",5,1,73.4,"F",NA
"4521","Trader","Germany",6,4,84.25,"D",NA
"4522","Trader Joe's","United States",1,1,76,"E",NA
"4523","Trader Joe's - Highland","Scotland",3,NA,NA,"G",NA
"4524","Trader Joe's - Speyside","Scotland",4,NA,NA,"G",NA
"4525","Trail Town Still","United States",1,NA,NA,"G",NA
"4526","Trail's End","United States",2,NA,NA,"G",NA
"4527","Transatlantic","Scotland",1,1,84.67,"D",NA
"4528","Traunstein-Whisky","Austria",2,1,88,"C",NA
"4529","Travelers Club","United States",1,NA,NA,"G",NA
"4530","Traverse City Whiskey Co.","United States",1,1,75,"E",NA
"4531","Treacle Chest","Scotland",1,1,81.67,"D",NA
"4532","Treaty Oak","United States",1,NA,NA,"G",NA
"4533","Trebitsch","Czech Republic",9,1,67,"G",NA
"4534","Tri Tiaghean-Staile Ileach","Scotland",1,1,89,"C",NA
"4535","Tribute","Scotland",2,NA,NA,"G",NA
"4536","Trinity","Belgium",3,NA,NA,"G",NA
"4537","Triple Crown","United States",1,NA,NA,"G",NA
"4538","Triple Malt Whisky","Germany",1,1,82.5,"D",NA
"4539","Triple S","Scotland",1,NA,NA,"G",NA
"4540","Triple Smoke","United States",12,8,79.09,"E",NA
"4541","Triumph","Scotland",1,1,82,"D",NA
"4542","Trolden","Denmark",4,2,70.75,"F",NA
"4543","Tropical Trudy","Scotland",1,1,85.21,"C",NA
"4544","Troy & Sons","United States",2,NA,NA,"G",NA
"4545","Tsunuki","Japan",5,2,77.61,"E",NA
"4546","Tullahoma","United States",5,3,84.12,"D",NA
"4547","Tullamore Dew","Ireland",101,66,77.89,"E",NA
"4548","Tullibardine","Scotland",409,320,84.65,"D",NA
"4549","Tullibardine Royal","Scotland",1,1,86.67,"C",NA
"4550","Tullichmhor","Scotland",1,1,90,"B",NA
"4551","Tulloch","Scotland",1,NA,NA,"G",NA
"4552","Tulloch Wood","Scotland",1,1,87.26,"C",NA
"4553","Tunnarius","Germany",1,1,79.5,"E",NA
"4554","Turley Mill","United States",1,NA,NA,"G",NA
"4555","Turnberry","Scotland",1,NA,NA,"G",NA
"4556","Turnhouse","Scotland",1,NA,NA,"G",NA
"4557","Turv Exloo","Netherlands",1,1,63.87,"G",NA
"4558","Tuxedo","Scotland",3,1,84,"D",NA
"4559","Tweedronk","South Africa",1,1,82,"D",NA
"4560","Twelve Pointer","Scotland",1,NA,NA,"G",NA
"4561","Twenty Twenty","Scotland",1,1,83,"D",NA
"4562","Two Brewers","Canada",8,2,86,"C",NA
"4563","Two Brothers Selection","Scotland",1,1,87.67,"C",NA
"4564","Two Casks","",1,NA,NA,"G",NA
"4565","Two Doves","Serbia And Montenegro",2,2,61.67,"G",NA
"4566","Two Horses","United States",1,NA,NA,"G",NA
"4567","Two James","United States",4,NA,NA,"G",NA
"4568","Two Keys","South Africa",1,NA,NA,"G",NA
"4569","Two Speysiders by a stream","Scotland",1,NA,NA,"G",NA
"4570","Two Trees","Ireland",1,NA,NA,"G",NA
"4571","Two With A Teaspoon Of The Second","Scotland",1,1,86.67,"C",NA
"4572","Two-Faced","United States",1,NA,NA,"G",NA
"4573","TX","United States",2,NA,NA,"G",NA
"4574","Tylosand Speyside","Scotland",1,NA,NA,"G",NA
"4575","Tyrconnell","Ireland",62,42,82.27,"D",NA
"4576","Uberach","France",18,14,78.54,"E",NA
"4577","Ubique","Scotland",1,1,60,"G",NA
"4578","UD","Scotland",2,NA,NA,"G",NA
"4579","Ueli's Whisky","Switzerland",2,NA,NA,"G",NA
"4580","Ugly's Moonshine","United States",1,NA,NA,"G",NA
"4581","Uisce Beatha","Ireland",1,1,75.29,"E",NA
"4582","Uisge Beatha","Scotland",8,4,89.5,"C",NA
"4583","Uisge Beatha Taigh","Ireland",1,1,85.75,"C",NA
"4584","Uncle Duke's","Scotland",1,NA,NA,"G",NA
"4585","Uncle Nearest 1856","United States",2,NA,NA,"G",NA
"4586","Uncle Sam's","United States",1,NA,NA,"G",NA
"4587","Undercover","Scotland",4,4,88.34,"C",NA
"4588","Undercover Islay","Scotland",2,2,84,"D",NA
"4589","Underground","United States",10,7,84.1,"D",NA
"4590","Undisclosed Distillery","",3,1,83,"D",NA
"4591","Union Distillery Maltwhisky do Brasil","Brazil",1,1,31,"G",NA
"4592","Union Horse","United States",1,NA,NA,"G",NA
"4593","Union Park","Scotland",1,NA,NA,"G",NA
"4594","Unique","Scotland",1,1,77.64,"E",NA
"4595","Uniting Nations","",1,1,91.5,"B",NA
"4596","Unknown Speyside","Scotland",1,1,85.46,"C",NA
"4597","Unnamed Orkney","Scotland",3,2,86.59,"C",NA
"4598","Unnamed Speyside","Scotland",1,1,81.87,"D",NA
"4599","Unvanquished","Scotland",1,NA,NA,"G",NA
"4600","Upper Ten","Scotland",5,3,73.31,"F",NA
"4601","Upshot","Australia",1,NA,NA,"G",NA
"4602","Urquhart Castle","Scotland",1,NA,NA,"G",NA
"4603","Usher's","Scotland",9,4,80.58,"D",NA
"4604","Usquaebach","Scotland",17,8,82.04,"D",NA
"4605","V. S. O.","Scotland",1,1,92.5,"B",NA
"4606","V.O.E.","Scotland",1,1,78.5,"E",NA
"4607","Valamo","Finland",11,3,78.69,"E",NA
"4608","Valley","Netherlands",1,NA,NA,"G",NA
"4609","Van Brunt Stillhouse","United States",12,4,72.88,"F",NA
"4610","van Kleef","Netherlands",1,1,86,"C",NA
"4611","Van Loon","Germany",7,4,71.63,"F",NA
"4612","Van Winkle","United States",30,14,86.72,"C",NA
"4613","Vangiones","Germany",3,2,54,"G",NA
"4614","Vanilla Burst","Scotland",1,1,76.75,"E",NA
"4615","VAT 69","Scotland",33,17,78.66,"E",NA
"4616","Vatted Grain","Scotland",1,1,85.6,"C",NA
"4617","Vatted Islay","Scotland",6,5,88.52,"C",NA
"4618","Vatted Islay Malt","Scotland",2,1,85,"C",NA
"4619","Vatted Malt","Scotland",2,1,83,"D",NA
"4620","Vega","Scotland",3,2,89.52,"C",NA
"4621","Velvet Fig","Scotland",1,1,83.63,"D",NA
"4622","Vendôme","Scotland",1,NA,NA,"G",NA
"4623","Venice Simplon Orient Express","Scotland",1,NA,NA,"G",NA
"4624","Venture","Scotland",1,NA,NA,"G",NA
"4625","Vernal Awakening","Scotland",1,1,90.67,"B",NA
"4626","Very Old","Scotland",NA,NA,NA,"G",NA
"4627","Very Old Barton","United States",10,4,82.67,"D",NA
"4628","Very Old Fitzgerald","United States",27,NA,NA,"G",NA
"4629","Very Old Highland Whisky","Scotland",1,NA,NA,"G",NA
"4630","Very Old Irish Whiskey","Ireland",1,NA,NA,"G",NA
"4631","Very Old Malt Whisky","Scotland",2,2,86.11,"C",NA
"4632","Very Olde St. Nick","United States",27,9,91.11,"B",NA
"4633","Very Rare Old Liqueur Scotch Whisky","Scotland",1,1,91.21,"B",NA
"4634","Very Sherried","Scotland",7,6,92.2,"B",NA
"4635","Very Very Old Fitzgerald","United States",19,1,3,"G",NA
"4636","Very Xtra Old Fitzgerald","United States",7,NA,NA,"G",NA
"4637","VETO","Scotland",1,1,84.75,"D",NA
"4638","Vicomte","France",1,1,72.6,"F",NA
"4639","Vielanker Brauhaus","Germany",2,2,51.63,"G",NA
"4640","Vier Tannen","Germany",1,NA,NA,"G",NA
"4641","Vieux Malt","France",1,NA,NA,"G",NA
"4642","Viking","Scotland",1,1,81,"D",NA
"4643","Vilanova","France",4,4,76.5,"E",NA
"4644","Vingården Lille Gadegård","Denmark",6,6,64.75,"G",NA
"4645","Vinn","United States",1,NA,NA,"G",NA
